"Fresh install of the game, crashes on launch",jammers,6,does anyone else have this issue? it crashes right after it launches. i never get past the black screen.,https://steamcommunity.com/app/521890/discussions/1/3425571923636382469/
screen tearing,SaulGoodman,1,I CANT TAKE IT IVE DONE EVERYTHING HOW DO I FIX,https://steamcommunity.com/app/521890/discussions/1/3425571923617389007/
please help,engineer (!!!!!!11!!!1),0,i'm working on a map for HN but the lighting on the map is broken and i tried building the lights but it does nothing,https://steamcommunity.com/app/521890/discussions/1/3318611373470444098/
Hello neighbor alpha 4 crash,zrod,3,After I was playing alpha 4 I changed it to alpha 2 and I went back on alpha 4mit just kept crashing please tell me if you know how to fix it\n,https://steamcommunity.com/app/521890/discussions/1/3318610798937640965/
Komme nd rein !,Jäsmen,1,"ich w\u00fcrde Wirklich gerne das spiel spielen, aber ich komme nd rein ! Es geht immer nur bis zur Uhr und dann werde ich rausgeschmissen !\u02d0steamsad\u02d0",https://steamcommunity.com/app/521890/discussions/1/3318610798937641780/
aiuto !,ERSAMBUCONEMOLINARI,0,non avvia il gioco anche facendo quello che steam consiglia,https://steamcommunity.com/app/521890/discussions/1/3318610798937642689/
help please??,untitledgoosegamer10,0,my game keeps crashing when i play act 3! the longest time i have gotten out of act 3 is 1 minute! I have tried restarting and it didn't work! please somebody help!!!,https://steamcommunity.com/app/521890/discussions/1/3318610798937643223/
issues with alpha access,Civil Servant Mk.II Scorch Shot,2,"Hello Neighbor Alpha access issues\nHi all, I'm new. Ive paid for the alpha access. So from what ive read its the pre purchase of full version when released and trial game and other content.\n\nGot a new laptop with windows 10. \nCan't get anything to load. \nDeleted and reinstalled 4 times. Cleared cache etc as directed from steam.\n\nAnyone able to help me?\nCheers",https://steamcommunity.com/app/521890/discussions/1/3318610798937644109/
Crash at the start,Jahim,6,"So i bought hello neighbor on steam and i can't turn it on. It shows me a screen with clock and then crashes. I know that i can unplug my internet cable but i want to watch youtube on second Screen. When i unplug cable then launch and then plug again game crashes when i crash the window, neighbor catches me etc. I don't want to reset my progress but if it will be only way i can do this.",https://steamcommunity.com/app/521890/discussions/1/3318610798937644417/
分辨率问题,吴哥制裁你,0,\u5144\u5f1f\u4eec\uff0c\u4e3a\u4ec0\u4e48\u6211\u5f00\u4e0d\u4e861080p\uff0c\u6211\u7684\u7535\u8111\u662f\u652f\u63011080p\u7684,https://steamcommunity.com/app/521890/discussions/1/3318610798937644915/
НЕ ЗАПУСКАЕТСЯ HELLO NEIGHBOR,Barone_DiceBro,1,\u041f\u0440\u0438 \u0437\u0430\u043f\u0443\u0441\u043a\u0435 Hello neighbor \u0437\u0430\u043f\u0443\u0441\u043a\u0430\u0435\u0442\u0441\u044f \u044d\u043a\u0440\u0430\u043d \u0447\u0430\u0441\u043e\u0432(\u0437\u0430\u0433\u0440\u0443\u0437\u043a\u0430) \u0438 \u0438\u0433\u0440\u0430 \u0432\u044b\u043b\u0435\u0442\u0430\u0435\u0442,https://steamcommunity.com/app/521890/discussions/1/3777994452124869685/
"Stuck at ""Press Enter to continue""",YardGnomeNinja,16,I've verified local files to no avail. I've tried pushing every other button on the keyboard out of frustration and nothing happens. Any suggestions?,https://steamcommunity.com/app/521890/discussions/1/6266252158287825794/
Hello Neighbor loading screen freezes,GhostingOdyssey,11,Hey guys when  the menu loads up it freezes at the loading screen menu. Does anyone have the same problem? Any solutions?,https://steamcommunity.com/app/521890/discussions/1/3880471364310095924/
